fold,epoch,class,accuracy,precision,recall,f1-score,overall_accuracy
1,12,3,0.4666666666666667,0.30434782608695654,0.4666666666666667,0.3684210526315789,0.7815699658703071
1,12,4,0.5319148936170213,0.5208333333333334,0.5319148936170213,0.5263157894736842,0.7815699658703071
1,13,0,0.8397212543554007,0.9917695473251029,0.8397212543554007,0.909433962264151,0.7286689419795221
1,13,1,0.48333333333333334,0.3372093023255814,0.48333333333333334,0.3972602739726027,0.7286689419795221
1,13,2,0.7283950617283951,0.7239263803680982,0.7283950617283951,0.7261538461538461,0.7286689419795221
1,13,3,0.5,0.3191489361702128,0.5,0.38961038961038963,0.7286689419795221
1,13,4,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.5106382978723404,0.7286689419795221
1,14,0,0.89198606271777,0.9922480620155039,0.89198606271777,0.9394495412844037,0.7713310580204779
1,14,1,0.4666666666666667,0.417910447761194,0.4666666666666667,0.4409448818897638,0.7713310580204779
1,14,2,0.7777777777777778,0.7241379310344828,0.7777777777777778,0.75,0.7713310580204779
1,14,3,0.5333333333333333,0.36363636363636365,0.5333333333333333,0.43243243243243246,0.7713310580204779
1,14,4,0.5531914893617021,0.6046511627906976,0.5531914893617021,0.5777777777777777,0.7713310580204779
1,15,0,0.8815331010452961,0.9844357976653697,0.8815331010452961,0.9301470588235294,0.7713310580204779
1,15,1,0.48333333333333334,0.4084507042253521,0.48333333333333334,0.44274809160305345,0.7713310580204779
1,15,2,0.7716049382716049,0.7309941520467836,0.7716049382716049,0.7507507507507507,0.7713310580204779
1,15,3,0.6,0.391304347826087,0.6,0.47368421052631576,0.7713310580204779
1,15,4,0.574468085106383,0.6585365853658537,0.574468085106383,0.6136363636363636,0.7713310580204779
1,16,0,0.9163763066202091,0.9924528301886792,0.9163763066202091,0.9528985507246377,0.7764505119453925
1,16,1,0.43333333333333335,0.45614035087719296,0.43333333333333335,0.4444444444444444,0.7764505119453925
1,16,2,0.7469135802469136,0.7245508982035929,0.7469135802469136,0.7355623100303952,0.7764505119453925
1,16,3,0.5666666666666667,0.3469387755102041,0.5666666666666667,0.43037974683544306,0.7764505119453925
1,16,4,0.5957446808510638,0.5833333333333334,0.5957446808510638,0.5894736842105263,0.7764505119453925
1,17,0,0.8954703832752613,0.9961240310077519,0.8954703832752613,0.9431192660550459,0.773037542662116
1,17,1,0.4666666666666667,0.42424242424242425,0.4666666666666667,0.4444444444444444,0.773037542662116
1,17,2,0.7839506172839507,0.7134831460674157,0.7839506172839507,0.7470588235294118,0.773037542662116
1,17,3,0.43333333333333335,0.37142857142857144,0.43333333333333335,0.4,0.773037542662116
1,17,4,0.5957446808510638,0.5714285714285714,0.5957446808510638,0.5833333333333334,0.773037542662116
1,18,0,0.9303135888501742,0.9925650557620818,0.9303135888501742,0.960431654676259,0.7901023890784983
1,18,1,0.48333333333333334,0.47540983606557374,0.48333333333333334,0.4793388429752066,0.7901023890784983
1,18,2,0.7530864197530864,0.7305389221556886,0.7530864197530864,0.7416413373860182,0.7901023890784983
1,18,3,0.6666666666666666,0.39215686274509803,0.6666666666666666,0.49382716049382713,0.7901023890784983
1,18,4,0.5319148936170213,0.6578947368421053,0.5319148936170213,0.5882352941176471,0.7901023890784983
1,19,0,0.8989547038327527,0.9885057471264368,0.8989547038327527,0.9416058394160584,0.7815699658703071
1,19,1,0.55,0.4583333333333333,0.55,0.5,0.7815699658703071
1,19,2,0.7654320987654321,0.7515151515151515,0.7654320987654321,0.7584097859327217,0.7815699658703071
1,19,3,0.6666666666666666,0.39215686274509803,0.6666666666666666,0.49382716049382713,0.7815699658703071
1,19,4,0.48936170212765956,0.6216216216216216,0.48936170212765956,0.5476190476190477,0.7815699658703071
1,20,0,0.9512195121951219,0.9891304347826086,0.9512195121951219,0.9698046181172292,0.8156996587030717
1,20,1,0.5666666666666667,0.6296296296296297,0.5666666666666667,0.5964912280701754,0.8156996587030717
1,20,2,0.8024691358024691,0.7471264367816092,0.8024691358024691,0.7738095238095238,0.8156996587030717
1,20,3,0.5666666666666667,0.3953488372093023,0.5666666666666667,0.4657534246575342,0.8156996587030717
1,20,4,0.5106382978723404,0.6153846153846154,0.5106382978723404,0.5581395348837209,0.8156996587030717
1,21,0,0.9547038327526133,0.9891696750902527,0.9547038327526133,0.9716312056737588,0.7918088737201365
1,21,1,0.4666666666666667,0.5714285714285714,0.4666666666666667,0.5137614678899083,0.7918088737201365
1,21,2,0.7530864197530864,0.7176470588235294,0.7530864197530864,0.7349397590361446,0.7918088737201365
1,21,3,0.4,0.375,0.4,0.3870967741935484,0.7918088737201365
1,21,4,0.5957446808510638,0.4827586206896552,0.5957446808510638,0.5333333333333333,0.7918088737201365
1,22,0,0.9547038327526133,0.982078853046595,0.9547038327526133,0.9681978798586572,0.8054607508532423
1,22,1,0.5833333333333334,0.5737704918032787,0.5833333333333334,0.5785123966942148,0.8054607508532423
1,22,2,0.7777777777777778,0.7544910179640718,0.7777777777777778,0.7659574468085106,0.8054607508532423
1,22,3,0.36666666666666664,0.34375,0.36666666666666664,0.3548387096774194,0.8054607508532423
1,22,4,0.5531914893617021,0.5531914893617021,0.5531914893617021,0.5531914893617021,0.8054607508532423
1,23,0,0.9547038327526133,0.9856115107913669,0.9547038327526133,0.9699115044247788,0.8054607508532423
1,23,1,0.48333333333333334,0.6041666666666666,0.48333333333333334,0.5370370370370371,0.8054607508532423
1,23,2,0.7962962962962963,0.7206703910614525,0.7962962962962963,0.7565982404692082,0.8054607508532423
1,23,3,0.5,0.3333333333333333,0.5,0.4,0.8054607508532423
1,23,4,0.5319148936170213,0.6944444444444444,0.5319148936170213,0.6024096385542169,0.8054607508532423
1,24,0,0.975609756097561,0.9722222222222222,0.975609756097561,0.9739130434782609,0.8054607508532423
1,24,1,0.5,0.6382978723404256,0.5,0.5607476635514018,0.8054607508532423
1,24,2,0.7530864197530864,0.7577639751552795,0.7530864197530864,0.7554179566563467,0.8054607508532423
1,24,3,0.5333333333333333,0.34782608695652173,0.5333333333333333,0.42105263157894735,0.8054607508532423
1,24,4,0.5106382978723404,0.5454545454545454,0.5106382978723404,0.5274725274725275,0.8054607508532423
1,25,0,0.9651567944250871,0.9822695035460993,0.9651567944250871,0.9736379613356766,0.7713310580204779
1,25,1,0.4666666666666667,0.5833333333333334,0.4666666666666667,0.5185185185185185,0.7713310580204779
1,25,2,0.6666666666666666,0.7152317880794702,0.6666666666666666,0.6900958466453674,0.7713310580204779
1,25,3,0.36666666666666664,0.3235294117647059,0.36666666666666664,0.34375,0.7713310580204779
1,25,4,0.5957446808510638,0.39436619718309857,0.5957446808510638,0.4745762711864407,0.7713310580204779
1,26,0,0.9442508710801394,0.9926739926739927,0.9442508710801394,0.9678571428571429,0.810580204778157
1,26,1,0.48333333333333334,0.5087719298245614,0.48333333333333334,0.49572649572649574,0.810580204778157
1,26,2,0.8209876543209876,0.7348066298342542,0.8209876543209876,0.7755102040816326,0.810580204778157
1,26,3,0.5,0.4411764705882353,0.5,0.46875,0.810580204778157
1,26,4,0.574468085106383,0.6585365853658537,0.574468085106383,0.6136363636363636,0.810580204778157
1,27,0,0.9860627177700348,0.9792387543252595,0.9860627177700348,0.9826388888888888,0.7986348122866894
1,27,1,0.43333333333333335,0.6190476190476191,0.43333333333333335,0.5098039215686274,0.7986348122866894
1,27,2,0.7283950617283951,0.7065868263473054,0.7283950617283951,0.7173252279635258,0.7986348122866894
1,27,3,0.5666666666666667,0.3469387755102041,0.5666666666666667,0.43037974683544306,0.7986348122866894
1,27,4,0.5106382978723404,0.6153846153846154,0.5106382978723404,0.5581395348837209,0.7986348122866894
2,1,0,0.8391608391608392,0.898876404494382,0.8391608391608392,0.8679927667269439,0.5819112627986348
2,1,1,0.4666666666666667,0.2222222222222222,0.4666666666666667,0.3010752688172043,0.5819112627986348
2,1,2,0.19135802469135801,0.62,0.19135802469135801,0.29245283018867924,0.5819112627986348
2,1,3,0.9032258064516129,0.2828282828282828,0.9032258064516129,0.4307692307692308,0.5819112627986348
2,1,4,0.2978723404255319,0.3181818181818182,0.2978723404255319,0.3076923076923077,0.5819112627986348
2,2,0,0.8881118881118881,0.910394265232975,0.8881118881118881,0.8991150442477877,0.621160409556314
2,2,1,0.4,0.3116883116883117,0.4,0.35036496350364965,0.621160409556314
2,2,2,0.2654320987654321,0.6515151515151515,0.2654320987654321,0.37719298245614036,0.621160409556314
2,2,3,1.0,0.2198581560283688,1.0,0.36046511627906974,0.621160409556314
2,2,4,0.2553191489361702,0.5217391304347826,0.2553191489361702,0.34285714285714286,0.621160409556314
2,3,0,0.8216783216783217,0.9552845528455285,0.8216783216783217,0.8834586466165414,0.6484641638225256
2,3,1,0.55,0.3,0.55,0.38823529411764707,0.6484641638225256
2,3,2,0.41975308641975306,0.723404255319149,0.41975308641975306,0.53125,0.6484641638225256
2,3,3,0.9354838709677419,0.29292929292929293,0.9354838709677419,0.4461538461538462,0.6484641638225256
2,3,4,0.3191489361702128,0.40540540540540543,0.3191489361702128,0.35714285714285715,0.6484641638225256
2,4,0,0.9020979020979021,0.9626865671641791,0.9020979020979021,0.9314079422382672,0.6757679180887373
2,4,1,0.5333333333333333,0.36363636363636365,0.5333333333333333,0.43243243243243246,0.6757679180887373
2,4,2,0.3950617283950617,0.7111111111111111,0.3950617283950617,0.5079365079365079,0.6757679180887373
2,4,3,0.9032258064516129,0.24347826086956523,0.9032258064516129,0.3835616438356164,0.6757679180887373
2,4,4,0.2978723404255319,0.56,0.2978723404255319,0.3888888888888889,0.6757679180887373
2,5,0,0.8846153846153846,0.9806201550387597,0.8846153846153846,0.9301470588235294,0.7372013651877133
2,5,1,0.6666666666666666,0.35714285714285715,0.6666666666666666,0.46511627906976744,0.7372013651877133
2,5,2,0.5679012345679012,0.7479674796747967,0.5679012345679012,0.6456140350877193,0.7372013651877133
2,5,3,0.6774193548387096,0.4883720930232558,0.6774193548387096,0.5675675675675675,0.7372013651877133
2,5,4,0.5531914893617021,0.52,0.5531914893617021,0.5360824742268041,0.7372013651877133
2,6,0,0.951048951048951,0.9645390070921985,0.951048951048951,0.9577464788732394,0.7576791808873721
2,6,1,0.6,0.37894736842105264,0.6,0.4645161290322581,0.7576791808873721
2,6,2,0.5617283950617284,0.7398373983739838,0.5617283950617284,0.6385964912280702,0.7576791808873721
2,6,3,0.6774193548387096,0.5526315789473685,0.6774193548387096,0.6086956521739131,0.7576791808873721
2,6,4,0.5106382978723404,0.5,0.5106382978723404,0.5052631578947369,0.7576791808873721
2,7,0,0.8741258741258742,0.9881422924901185,0.8741258741258742,0.9276437847866419,0.7064846416382252
2,7,1,0.5166666666666667,0.34444444444444444,0.5166666666666667,0.41333333333333333,0.7064846416382252
2,7,2,0.5493827160493827,0.6953125,0.5493827160493827,0.6137931034482759,0.7064846416382252
2,7,3,0.7741935483870968,0.32,0.7741935483870968,0.4528301886792453,0.7064846416382252
2,7,4,0.425531914893617,0.5,0.425531914893617,0.45977011494252873,0.7064846416382252
2,8,0,0.9265734265734266,0.9851301115241635,0.9265734265734266,0.954954954954955,0.7320819112627986
2,8,1,0.5333333333333333,0.37209302325581395,0.5333333333333333,0.4383561643835616,0.7320819112627986
2,8,2,0.5555555555555556,0.6976744186046512,0.5555555555555556,0.6185567010309279,0.7320819112627986
2,8,3,0.7741935483870968,0.34285714285714286,0.7741935483870968,0.4752475247524752,0.7320819112627986
2,8,4,0.3829787234042553,0.5625,0.3829787234042553,0.45569620253164556,0.7320819112627986
2,9,0,0.9125874125874126,0.9886363636363636,0.9125874125874126,0.9490909090909091,0.7696245733788396
2,9,1,0.6166666666666667,0.3978494623655914,0.6166666666666667,0.48366013071895425,0.7696245733788396
2,9,2,0.7037037037037037,0.7307692307692307,0.7037037037037037,0.7169811320754716,0.7696245733788396
2,9,3,0.6451612903225806,0.46511627906976744,0.6451612903225806,0.5405405405405406,0.7696245733788396
2,9,4,0.40425531914893614,0.6333333333333333,0.40425531914893614,0.4935064935064935,0.7696245733788396
2,10,0,0.951048951048951,0.9819494584837545,0.951048951048951,0.9662522202486679,0.7662116040955631
2,10,1,0.48333333333333334,0.35802469135802467,0.48333333333333334,0.41134751773049644,0.7662116040955631
2,10,2,0.654320987654321,0.6973684210526315,0.654320987654321,0.6751592356687898,0.7662116040955631
2,10,3,0.6451612903225806,0.5405405405405406,0.6451612903225806,0.5882352941176471,0.7662116040955631
2,10,4,0.46808510638297873,0.5641025641025641,0.46808510638297873,0.5116279069767442,0.7662116040955631
2,11,0,0.8916083916083916,0.99609375,0.8916083916083916,0.940959409594096,0.7576791808873721
2,11,1,0.5166666666666667,0.36470588235294116,0.5166666666666667,0.42758620689655175,0.7576791808873721
2,11,2,0.7222222222222222,0.7005988023952096,0.7222222222222222,0.7112462006079028,0.7576791808873721
2,11,3,0.6129032258064516,0.48717948717948717,0.6129032258064516,0.5428571428571428,0.7576791808873721
2,11,4,0.46808510638297873,0.5641025641025641,0.46808510638297873,0.5116279069767442,0.7576791808873721
2,12,0,0.965034965034965,0.971830985915493,0.965034965034965,0.968421052631579,0.7508532423208191
2,12,1,0.43333333333333335,0.41935483870967744,0.43333333333333335,0.4262295081967213,0.7508532423208191
2,12,2,0.5679012345679012,0.6865671641791045,0.5679012345679012,0.6216216216216216,0.7508532423208191
2,12,3,0.7096774193548387,0.4230769230769231,0.7096774193548387,0.5301204819277109,0.7508532423208191
2,12,4,0.5106382978723404,0.4444444444444444,0.5106382978723404,0.4752475247524752,0.7508532423208191
2,13,0,0.951048951048951,0.9784172661870504,0.951048951048951,0.9645390070921985,0.7610921501706485
2,13,1,0.5333333333333333,0.43243243243243246,0.5333333333333333,0.47761194029850745,0.7610921501706485
2,13,2,0.5740740740740741,0.7153846153846154,0.5740740740740741,0.636986301369863,0.7610921501706485
2,13,3,0.7419354838709677,0.46938775510204084,0.7419354838709677,0.575,0.7610921501706485
2,13,4,0.5531914893617021,0.4727272727272727,0.5531914893617021,0.5098039215686274,0.7610921501706485
2,14,0,0.9090909090909091,0.9848484848484849,0.9090909090909091,0.9454545454545454,0.7559726962457338
2,14,1,0.4,0.3582089552238806,0.4,0.3779527559055118,0.7559726962457338
2,14,2,0.6975308641975309,0.6890243902439024,0.6975308641975309,0.6932515337423313,0.7559726962457338
2,14,3,0.5806451612903226,0.5625,0.5806451612903226,0.5714285714285714,0.7559726962457338
2,14,4,0.5957446808510638,0.4745762711864407,0.5957446808510638,0.5283018867924528,0.7559726962457338
2,15,0,0.9335664335664335,0.985239852398524,0.9335664335664335,0.9587073608617595,0.7713310580204779
2,15,1,0.6,0.41379310344827586,0.6,0.4897959183673469,0.7713310580204779
2,15,2,0.654320987654321,0.726027397260274,0.654320987654321,0.6883116883116883,0.7713310580204779
2,15,3,0.6129032258064516,0.48717948717948717,0.6129032258064516,0.5428571428571428,0.7713310580204779
2,15,4,0.5106382978723404,0.5581395348837209,0.5106382978723404,0.5333333333333333,0.7713310580204779
2,16,0,0.9370629370629371,0.9816849816849816,0.9370629370629371,0.9588550983899821,0.7679180887372014
2,16,1,0.5,0.4166666666666667,0.5,0.45454545454545453,0.7679180887372014
2,16,2,0.6604938271604939,0.7181208053691275,0.6604938271604939,0.6881028938906752,0.7679180887372014
2,16,3,0.6774193548387096,0.45652173913043476,0.6774193548387096,0.5454545454545454,0.7679180887372014
2,16,4,0.5106382978723404,0.5217391304347826,0.5106382978723404,0.5161290322580645,0.7679180887372014
2,17,0,0.951048951048951,0.9784172661870504,0.951048951048951,0.9645390070921985,0.7627986348122867
2,17,1,0.38333333333333336,0.39655172413793105,0.38333333333333336,0.3898305084745763,0.7627986348122867
2,17,2,0.6604938271604939,0.7181208053691275,0.6604938271604939,0.6881028938906752,0.7627986348122867
2,17,3,0.7741935483870968,0.36923076923076925,0.7741935483870968,0.5,0.7627986348122867
2,17,4,0.44680851063829785,0.5833333333333334,0.44680851063829785,0.5060240963855421,0.7627986348122867
2,18,0,0.9545454545454546,0.978494623655914,0.9545454545454546,0.9663716814159292,0.7849829351535836
2,18,1,0.5,0.5,0.5,0.5,0.7849829351535836
2,18,2,0.6790123456790124,0.7333333333333333,0.6790123456790124,0.7051282051282052,0.7849829351535836
2,18,3,0.6774193548387096,0.5121951219512195,0.6774193548387096,0.5833333333333334,0.7849829351535836
2,18,4,0.5531914893617021,0.4642857142857143,0.5531914893617021,0.5048543689320388,0.7849829351535836
2,19,0,0.9440559440559441,0.9782608695652174,0.9440559440559441,0.9608540925266904,0.7696245733788396
2,19,1,0.45,0.45,0.45,0.45,0.7696245733788396
2,19,2,0.6790123456790124,0.6875,0.6790123456790124,0.6832298136645962,0.7696245733788396
2,19,3,0.6451612903225806,0.43478260869565216,0.6451612903225806,0.5194805194805194,0.7696245733788396
2,19,4,0.5106382978723404,0.5454545454545454,0.5106382978723404,0.5274725274725275,0.7696245733788396
2,20,0,0.951048951048951,0.9784172661870504,0.951048951048951,0.9645390070921985,0.7679180887372014
2,20,1,0.48333333333333334,0.4142857142857143,0.48333333333333334,0.4461538461538462,0.7679180887372014
2,20,2,0.6604938271604939,0.6858974358974359,0.6604938271604939,0.6729559748427673,0.7679180887372014
2,20,3,0.6451612903225806,0.47619047619047616,0.6451612903225806,0.547945205479452,0.7679180887372014
2,20,4,0.46808510638297873,0.55,0.46808510638297873,0.5057471264367817,0.7679180887372014
2,21,0,0.9195804195804196,0.9924528301886792,0.9195804195804196,0.9546279491833031,0.7849829351535836
2,21,1,0.6166666666666667,0.47435897435897434,0.6166666666666667,0.5362318840579711,0.7849829351535836
2,21,2,0.7283950617283951,0.7283950617283951,0.7283950617283951,0.7283950617283951,0.7849829351535836
2,21,3,0.5161290322580645,0.42105263157894735,0.5161290322580645,0.463768115942029,0.7849829351535836
2,21,4,0.5531914893617021,0.6046511627906976,0.5531914893617021,0.5777777777777777,0.7849829351535836
2,22,0,0.9335664335664335,0.9888888888888889,0.9335664335664335,0.960431654676259,0.7781569965870307
2,22,1,0.4666666666666667,0.45901639344262296,0.4666666666666667,0.4628099173553719,0.7781569965870307
2,22,2,0.7222222222222222,0.6964285714285714,0.7222222222222222,0.7090909090909091,0.7781569965870307
2,22,3,0.6451612903225806,0.4444444444444444,0.6451612903225806,0.5263157894736842,0.7781569965870307
2,22,4,0.5106382978723404,0.5714285714285714,0.5106382978723404,0.5393258426966292,0.7781569965870307
2,23,0,0.951048951048951,0.9819494584837545,0.951048951048951,0.9662522202486679,0.779863481228669
2,23,1,0.6,0.46153846153846156,0.6,0.5217391304347826,0.779863481228669
2,23,2,0.6851851851851852,0.7115384615384616,0.6851851851851852,0.6981132075471698,0.779863481228669
2,23,3,0.5161290322580645,0.47058823529411764,0.5161290322580645,0.49230769230769234,0.779863481228669
2,23,4,0.46808510638297873,0.5365853658536586,0.46808510638297873,0.5,0.779863481228669
2,24,0,0.9685314685314685,0.9822695035460993,0.9685314685314685,0.9753521126760564,0.7764505119453925
2,24,1,0.43333333333333335,0.48148148148148145,0.43333333333333335,0.45614035087719296,0.7764505119453925
2,24,2,0.6851851851851852,0.69375,0.6851851851851852,0.6894409937888198,0.7764505119453925
2,24,3,0.6774193548387096,0.3620689655172414,0.6774193548387096,0.47191011235955055,0.7764505119453925
2,24,4,0.425531914893617,0.625,0.425531914893617,0.5063291139240507,0.7764505119453925
2,25,0,0.951048951048951,0.9819494584837545,0.951048951048951,0.9662522202486679,0.7866894197952219
2,25,1,0.48333333333333334,0.5,0.48333333333333334,0.4915254237288136,0.7866894197952219
2,25,2,0.7407407407407407,0.7058823529411765,0.7407407407407407,0.7228915662650602,0.7866894197952219
2,25,3,0.6451612903225806,0.40816326530612246,0.6451612903225806,0.5,0.7866894197952219
2,25,4,0.425531914893617,0.625,0.425531914893617,0.5063291139240507,0.7866894197952219
2,26,0,0.9475524475524476,0.9926739926739927,0.9475524475524476,0.9695885509838998,0.7713310580204779
2,26,1,0.48333333333333334,0.4461538461538462,0.48333333333333334,0.464,0.7713310580204779
2,26,2,0.6975308641975309,0.7018633540372671,0.6975308641975309,0.6996904024767802,0.7713310580204779
2,26,3,0.6451612903225806,0.38461538461538464,0.6451612903225806,0.4819277108433735,0.7713310580204779
2,26,4,0.40425531914893614,0.5428571428571428,0.40425531914893614,0.4634146341463415,0.7713310580204779
2,27,0,0.958041958041958,0.9856115107913669,0.958041958041958,0.9716312056737588,0.779863481228669
2,27,1,0.43333333333333335,0.4482758620689655,0.43333333333333335,0.4406779661016949,0.779863481228669
2,27,2,0.7469135802469136,0.7034883720930233,0.7469135802469136,0.7245508982035929,0.779863481228669
2,27,3,0.5483870967741935,0.3695652173913043,0.5483870967741935,0.44155844155844154,0.779863481228669
2,27,4,0.40425531914893614,0.59375,0.40425531914893614,0.4810126582278481,0.779863481228669
2,28,0,0.965034965034965,0.9822064056939501,0.965034965034965,0.9735449735449735,0.7866894197952219
2,28,1,0.38333333333333336,0.5111111111111111,0.38333333333333336,0.4380952380952381,0.7866894197952219
2,28,2,0.7901234567901234,0.6701570680628273,0.7901234567901234,0.7252124645892352,0.7866894197952219
2,28,3,0.5161290322580645,0.3902439024390244,0.5161290322580645,0.4444444444444444,0.7866894197952219
2,28,4,0.3829787234042553,0.6428571428571429,0.3829787234042553,0.48,0.7866894197952219
2,29,0,0.951048951048951,0.9890909090909091,0.951048951048951,0.9696969696969697,0.7918088737201365
2,29,1,0.4666666666666667,0.5185185185185185,0.4666666666666667,0.49122807017543857,0.7918088737201365
2,29,2,0.7901234567901234,0.6844919786096256,0.7901234567901234,0.7335243553008596,0.7918088737201365
2,29,3,0.4838709677419355,0.4166666666666667,0.4838709677419355,0.44776119402985076,0.7918088737201365
2,29,4,0.44680851063829785,0.6176470588235294,0.44680851063829785,0.5185185185185185,0.7918088737201365
2,30,0,0.9615384615384616,0.9892086330935251,0.9615384615384616,0.975177304964539,0.7918088737201365
2,30,1,0.4166666666666667,0.4807692307692308,0.4166666666666667,0.44642857142857145,0.7918088737201365
2,30,2,0.7901234567901234,0.6808510638297872,0.7901234567901234,0.7314285714285714,0.7918088737201365
